,mu,mu_star,sigma,mu_star_conf
C2H3 + O2 <=> CH3O + CO,1.4034176143284808e-07,3.652282127982199e-07,,1.7537181208528597e-07
C2H3 + O2 <=> CH3 + CO2,-1.4646713751823144e-07,3.2451436547360205e-07,,1.4130048219699207e-07
C2H3 + O2 <=> CH2CHO + O,-1.7661241010847536e-05,1.9037195441210556e-05,,9.97373884112312e-06
C2H3 + O2 <=> C2H2 + HO2,7.212512446211957e-07,9.50915372960268e-07,,5.55596081387364e-07
C2H3 + O2 <=> CH2O + HCO,7.280910121685764e-09,1.3495518506764335e-06,,9.402577108062805e-07
CH2CHO + O2 <=> CH2O + CO + OH,1.787076924557092e-07,3.6419843145516953e-07,4.4223539588513206e-07,1.5954421398475052e-07
CH + CH2CHO <=> C2H3 + HCO,-6.915205624793892e-08,5.051817721349456e-07,6.874174092320557e-07,2.3242742820050129e-07
CH2CHO + OH <=> CH2OH + HCO,-2.900636558580618e-07,5.047781645671327e-07,5.841870255147548e-07,1.8060866090810313e-07
CH2CHO + OH <=> CH2CO + H2O,-3.079310484631949e-07,3.2969855686632973e-07,3.5378820571808557e-07,1.9480805821583888e-07
CH2CHO + O <=> CH2O + HCO,-8.23385671648894e-08,3.728356909620721e-07,4.81852881141409e-07,1.7879206639742522e-07
CH2CHO + CH3 <=> C2H5 + HCO,5.089280840215664e-08,2.775658648038531e-07,4.171986912033626e-07,1.7624231746765018e-07
CH2CHO + H <=> CH3 + HCO,4.685002033885051e-08,2.726046536962537e-07,,1.2488442207747936e-07
CH2CHO + H <=> CH3CO + H,8.947165179209575e-08,3.075619088783959e-07,4.3834556736234187e-07,1.7473776684082892e-07
CH2CHO <=> CH3CO,-5.837888712355957e-09,3.815834500881163e-07,5.244736541654056e-07,2.0425798576164835e-07
CH2CHO <=> CH3 + CO,1.363260756066784e-07,3.494968374574912e-07,4.764000699826826e-07,1.8427725656749072e-07
CH3CO <=> CH3 + CO,1.5050152103489387e-06,1.5346638871046512e-06,2.5142298787782502e-06,1.4261223313900087e-06
CH3CO + OH <=> CH2CO + H2O,-3.124945302215014e-07,3.836338914289257e-07,3.41710422905839e-07,1.4876527721488153e-07
CH3CO + O <=> CH2CO + OH,-2.8739288941234826e-08,3.2137817276384025e-07,4.538956351143167e-07,1.6859534546380074e-07
CH3CO + O <=> CH3 + CO2,-2.8107643527513314e-08,2.573662415644122e-07,3.1824573708014327e-07,9.335750401419465e-08
CH3CO + H <=> CH2CO + H2,6.501639060881519e-08,2.8320052472273805e-07,3.5129467579681796e-07,1.2006466002282618e-07
CH3CO + H <=> CH3 + HCO,-2.54228244647281e-07,3.626492776292328e-07,4.3040951221953985e-07,1.8487628298801423e-07
C2H3 + CH3O <=> C2H4 + CH2O,3.7955874360488877e-08,3.2332325189204126e-07,3.885473003024379e-07,1.1206955019293782e-07
C2H3 + CH2OH <=> C2H4 + CH2O,3.995132380407822e-08,2.2920674194739286e-07,3.3483586109170674e-07,1.2840700445316594e-07
CH2 + CH2OH <=> C2H4 + OH,4.336499651929281e-08,3.158760962288637e-07,3.708843451756608e-07,9.128891630836944e-08
C2H3 + CH3OH <=> C2H4 + CH3O,-9.066786121358193e-08,4.7674281564641236e-07,5.776355745614686e-07,1.7251043399824406e-07
C2H3 + CH3OH <=> C2H4 + CH2OH,-9.19147006553646e-08,4.0132206162885553e-07,4.978094585644771e-07,1.5086361025563278e-07
C2H3 + HCO <=> C2H4 + CO,-1.3144916314529395e-07,5.930135610335789e-07,8.382027065192261e-07,3.538470551777493e-07
C2H3 + H2O2 <=> C2H4 + HO2,-6.092863117791392e-08,4.3556918337367274e-07,6.096855887938652e-07,2.477438916074489e-07
C2H3 + CH2O <=> C2H4 + HCO,7.583410481518626e-08,2.824921608960515e-07,4.431080314828712e-07,2.05821224881923e-07
2 C2H3 <=> C2H2 + C2H4,2.1019565571422086e-07,3.487265696376976e-07,7.04832103274402e-07,4.261057679792938e-07
CH2 + CH2CHO <=> C2H4 + HCO,-2.7339006965023425e-08,1.9593454389042533e-07,2.341738271005638e-07,6.767728103249151e-08
CH2 + CH3 <=> C2H4 + H,1.1287166850184028e-07,5.531529677538039e-07,8.703989424325096e-07,3.646497576157588e-07
C2H4 + CH3 <=> C2H3 + CH4,-1.2205789117230807e-06,1.255413718515729e-06,1.5829411326867119e-06,9.004366274552836e-07
CH + CH4 <=> C2H4 + H,8.392921974429738e-08,5.727142432244597e-07,8.589602763865655e-07,4.33237046121721e-07
C2H4 + CH2 <=> C3H6,3.8048025210634035e-06,3.8048025210634035e-06,3.914578904783534e-06,2.093877638223563e-06
C2H4 + CH2(S) <=> C3H6,1.4638489798953163e-06,1.4638489798953163e-06,1.3053954291002684e-06,6.829610934027601e-07
C2H4 + O2 <=> C2H3 + HO2,-1.1788587531734821e-07,3.8197348513996697e-07,5.382385072365565e-07,2.1425704825573693e-07
C2H3 + H (+M) <=> C2H4 (+M),-5.538977179557352e-06,1.0006826208121111e-05,1.358031741453842e-05,5.545736381838151e-06
C2H4 + H (+M) <=> C2H5 (+M),1.4512493457950391e-07,4.908811409977465e-07,9.134298349071098e-07,4.912141192265247e-07
C2H4 + H <=> C2H3 + H2,3.608469204985555e-06,5.753200165020311e-06,9.777865302420631e-06,5.370152279493406e-06
C2H4 + OH <=> C2H3 + H2O,-7.372961706876557e-06,8.170778581384177e-06,4.6410593657842214e-06,1.7633118940289711e-06
C2H4 + OH <=> CH2O + CH3,3.0354205381220334e-07,4.259771817894475e-07,4.975150953504985e-07,2.118109253956174e-07
C2H4 + OH <=> C2H3OH + H,-5.209640160475671e-07,1.37023705417492e-06,1.7525447596365247e-06,6.425665480961378e-07
C2H4 + OH <=> CH3CHO + H,1.0090558419460134e-07,2.48568833490096e-07,3.0565495378614553e-07,1.1251861532395354e-07
C2H4 + OH <=> CH2CH2OH,-8.905399883847359e-09,3.5571927812868076e-07,,1.6250925605519605e-07
C2H4 + O <=> CH2 + CH2O,-6.139774570154509e-06,6.407293366243467e-06,1.3925030769167412e-05,8.103426848267215e-06
C2H4 + O <=> CH3 + HCO,8.556335102541585e-06,1.1300968900295267e-05,1.5309213876049604e-05,7.1413295069281345e-06
C2H4 + O <=> CH2CO + H2,4.6425487953127314e-06,4.6425487953127314e-06,2.355760002727752e-06,1.3021161400364219e-06
C2H4 + O <=> CH2CHO + H,-1.134368580566389e-05,1.134368580566389e-05,6.566837702331865e-06,3.8230423183767e-06
C2H4 + HO2 <=> CH2OCH2 + OH,-5.9432691154794336e-08,3.187455189653726e-07,3.963849362636989e-07,1.336929874440729e-07
CH2CH2O2H <=> C2H4 + HO2,-3.3660658498188446e-08,4.822483810274225e-07,5.886400802656694e-07,1.8606391444293594e-07
CH3CHO (+M) <=> CH3 + HCO (+M),1.511405774160564e-07,4.344452624710037e-07,6.285179075111737e-07,2.482694535876576e-07
CH3CHO (+M) <=> CH4 + CO (+M),1.186257185765816e-07,3.1751849898552813e-07,3.95638838944489e-07,1.4738740268769776e-07
CH3CHO + O2 <=> CH3CO + HO2,5.9283563784568535e-08,1.4162750519777145e-07,1.9014122221154658e-07,8.077400418137892e-08
CH3CHO + HO2 <=> CH2CHO + H2O2,-6.22442871328982e-08,4.583511890549268e-07,6.011333308542081e-07,2.283521954418071e-07
CH3CHO + HO2 <=> CH3CO + H2O2,4.9823145807086376e-08,3.821765970137601e-07,4.838649201853438e-07,1.4933778499464085e-07
CH3 + CH3CHO <=> CH2CHO + CH4,-4.7414473386007193e-08,2.8444247118607073e-07,3.6795131895853607e-07,1.1811191347307098e-07
CH3 + CH3CHO <=> CH3CO + CH4,-1.195249447036765e-07,4.067718203200976e-07,5.154150241333913e-07,1.8836041095815693e-07
CH3CHO + H <=> CH2CHO + H2,-4.3106533242060526e-08,3.673688594193296e-07,5.586615215020938e-07,2.523917581045402e-07
CH3CHO + H <=> CH3CO + H2,-2.1218782316925954e-07,4.957743506712306e-07,6.327708574745579e-07,2.4351107220894695e-07
CH3CHO + O <=> CH2CHO + OH,8.542133052984042e-09,3.297521976707887e-07,4.355747478338734e-07,1.6447321998609595e-07
CH3CHO + O <=> CH3CO + OH,8.605932868307812e-08,4.010223150707223e-07,5.390352836971122e-07,2.2626507590479424e-07
CH3CHO + OH <=> CH2CHO + H2O,-1.2774476794827026e-07,1.8477846557686378e-07,2.2230084487833422e-07,1.1219166502184248e-07
CH3CHO + OH <=> CH3CO + H2O,-9.271760205909808e-08,4.925538578678166e-07,7.148648751006314e-07,2.877399306823623e-07
CH2OCH2 <=> CH3CHO,1.1518506358885127e-10,3.0003502827687855e-07,3.644862921870896e-07,1.0103398915499561e-07
CH2OCH2 <=> CH3 + HCO,-1.5099134715438035e-07,2.422077788520686e-07,3.173842357028767e-07,1.3200893708165603e-07
CH2OCH2 <=> CH4 + CO,1.9007132857812483e-09,5.1822311609049e-07,7.578104428548684e-07,2.9778856436041675e-07
CH2OCH2 <=> CH3CO + H,-1.861991548898606e-07,5.935352042426139e-07,9.071114979571433e-07,3.819223151936619e-07
CH2OCH2 <=> CH2CHO + H,1.6606470485941338e-07,2.984068868582765e-07,3.7067799737031526e-07,1.6821038426866552e-07
CH2OCH2 <=> CH2CO + H2,-1.0196620877999124e-07,4.831651567899078e-07,8.831138281784114e-07,4.5194492686840267e-07
CH2OCH2 <=> C2H2 + H2O,-5.231369462303804e-08,2.9894257901368656e-07,4.618125106561085e-07,2.0234713894974139e-07
CH2OCH <=> CH3 + CO,2.6855743199833475e-08,4.1167643966031935e-07,6.053923198548939e-07,2.5596255892861735e-07
CH2OCH <=> CH2CO + H,1.2341123455740893e-08,2.397594459155425e-07,3.3809211968208047e-07,1.2746480920256735e-07
CH2OCH <=> CH2CHO,-3.58391026999962e-07,4.994519604421774e-07,5.66490713975166e-07,2.468810672451052e-07
CH2OCH2 + H <=> CH3CHO + H,3.084257560519734e-07,5.732846363161877e-07,8.208225824330311e-07,3.531374282845716e-07
CH2OCH2 + H <=> CH2OCH + H2,7.236032212516661e-08,2.1486440416710212e-07,2.947747766289189e-07,1.1830548708358605e-07
CH2OCH2 + H <=> C2H4 + OH,5.2019474905817004e-08,4.570851156621196e-07,6.728541379107829e-07,2.9234156464932253e-07
CH2OCH2 + O <=> CH2OCH + OH,-2.128777844761228e-07,2.9808478869810527e-07,4.0496242176426855e-07,1.949247315130992e-07
CH2OCH2 + OH <=> CH2OCH + H2O,-1.390964809093324e-07,3.893457308896834e-07,5.148515690564735e-07,1.9079342298491432e-07
CH2OCH2 + CH3 <=> CH2OCH + CH4,-4.123837477694203e-09,2.1988851405566312e-07,2.9792030557214863e-07,1.0146501608341817e-07
CH3 + CH4 <=> C2H5 + H2,3.499266136010526e-08,2.533895810224186e-07,3.2636044562926733e-07,1.1953309669547098e-07
C2H5 + CH2OH <=> C2H4 + CH3OH,2.4653718395327034e-07,3.330763648801434e-07,3.81849944185665e-07,1.6175441847822722e-07
C2H5 + HO2 <=> CH3CH2O + OH,-1.6400692428678461e-07,2.983837209084199e-07,3.5440636134184433e-07,1.2191261804738917e-07
2 CH3 <=> C2H5 + H,3.320495066761661e-07,3.98303309720395e-07,3.920459879405461e-07,1.8994302486512862e-07
C2H5 + O2 <=> C2H4 + HO2,-4.168375360412757e-08,3.811676741923472e-07,4.7206234444128287e-07,1.5086538336853772e-07
C2H5 + O2 <=> C2H5O2,1.0546844797131776e-07,2.531753083862543e-07,3.1011347779904316e-07,1.1624570310788793e-07
C2H5 + O <=> CH2O + CH3,-1.2630966196876784e-08,3.3016159927383656e-07,4.985011926984313e-07,2.219840395547092e-07
C2H5 + O <=> CH3CHO + H,1.7297564282683044e-07,4.1260426521707214e-07,5.351817621606525e-07,2.0844983982244553e-07
C2H5 + O <=> C2H4 + OH,-1.002117641409626e-08,3.525295891328823e-07,4.6186409391519147e-07,1.902673349935508e-07
C2H5 + H (+M) <=> C2H6 (+M),6.637273504690389e-08,4.088642745871611e-07,5.255901129729616e-07,1.4824441062290283e-07
C2H5 + O2 <=> CH2OCH2 + OH,1.488587563244742e-07,2.654975073422675e-07,3.181212604164936e-07,1.3757275849825067e-07
CH2CHOO + OH <=> C2H3OH + O2,7.495956596155101e-08,3.070812623658684e-07,3.9711920861020633e-07,1.4533522117244297e-07
CH2CHOO + OH <=> CH2CHO + HO2,3.367512819734353e-08,4.4205186203477017e-07,6.333083882295751e-07,2.8139048218226773e-07
CH2CHOO + H <=> CH2CHO + OH,5.045789065615555e-08,5.627222544886159e-07,6.387585387823646e-07,1.3391850086361754e-07
C2H3 + O2 <=> CH2CHOO,-1.8695987736513402e-08,3.2732452546743783e-07,,1.7544812358899513e-07
CH2CHOO <=> CH2CHO + O,1.1193975455061519e-08,3.2850667806679875e-07,,2.0769203228453884e-07
CH2CHOO <=> CH2CO + OH,4.199831025697738e-08,3.444501059327685e-07,,1.4359323160324683e-07
CH2CHOO <=> CH2O + HCO,7.220877864436035e-08,3.5372222760749314e-07,,1.0947038206111062e-07
CH2CHOO => CH2O + CO + H,3.789757074888593e-09,3.6981278760303087e-07,,1.8409408489169942e-07
CH2CHOO <=> CH3O + CO,1.5256168392060766e-07,4.243482745639273e-07,,2.507732532866174e-07
CH2CHOO <=> CH3 + CO2,-1.6391464027943735e-07,2.606799989068786e-07,,8.689841070207387e-08
C2H5 + CH3O <=> C2H6 + CH2O,9.83076304621964e-08,3.1178659888232374e-07,4.307078613419134e-07,1.6699164684323536e-07
C2H5 + CH2OH <=> C2H6 + CH2O,9.763302139697956e-08,4.6469609488844787e-07,5.43825725215991e-07,1.4906840488821599e-07
C2H + C2H6 <=> C2H2 + C2H5,-2.593563921685688e-07,4.4483352631306277e-07,6.818214448447074e-07,3.502159148971393e-07
CH3 + CH4 <=> C2H6 + H,3.670866256287905e-07,5.719862841753055e-07,1.0303516084609004e-06,5.316459172905099e-07
C2H3 + C2H6 <=> C2H4 + C2H5,-3.2630489007642864e-07,5.752532008139892e-07,7.223439587813299e-07,3.1195707603302256e-07
C2H6 + CH2 <=> C2H5 + CH3,7.16783011250183e-08,2.7737202539275466e-07,4.074033916451732e-07,1.6266655939374088e-07
C2H6 + O2 <=> C2H5 + HO2,4.072581880302084e-08,3.113131255363822e-07,4.306076687047933e-07,1.6008020239091365e-07
2 CH3 (+M) <=> C2H6 (+M),6.657942920492176e-07,7.103934250622566e-07,1.059001201898568e-06,6.298238121524176e-07
C2H6 + HO2 <=> C2H5 + H2O2,7.586056752394394e-08,2.964191228204845e-07,3.922895092174595e-07,1.5744229800031627e-07
C2H6 + OH <=> C2H5 + H2O,-7.959383759780311e-08,2.721705218073584e-07,4.4040233713564344e-07,1.9956929244296422e-07
C2H6 + O <=> C2H5 + OH,-1.1357962733502182e-07,2.299483021070279e-07,3.826406358331083e-07,2.0863545035596666e-07
C2H6 + CH3 <=> C2H5 + CH4,-1.0646051760804267e-07,2.7098054247061004e-07,3.3517467390282734e-07,1.2109566924726213e-07
C2H6 + CH2(S) <=> C2H5 + CH3,-3.2527917034375444e-08,1.7880799402686452e-07,2.6420771692678897e-07,1.1920317168640166e-07
C2H6 + CH <=> C2H4 + CH3,1.3788477042093057e-07,2.431513624264345e-07,3.0405795461729096e-07,1.275596309709632e-07
C2H6 + H <=> C2H5 + H2,-3.2921777881672464e-07,5.873882737737469e-07,8.999680355190585e-07,4.191477504583591e-07
C2H5O2 (+M) <=> C2H4 + HO2 (+M),1.573536759791733e-07,4.680951458853762e-07,6.321797667289087e-07,2.527244860134794e-07
C2H5O2 <=> CH2CH2O2H,-6.727370048994104e-08,3.258980923582431e-07,3.898532514268897e-07,1.1302244707447745e-07
C2H5O2 <=> CH3CHO + OH,-7.407753405304736e-08,2.95088978878041e-07,4.595547093260319e-07,1.9673360920685633e-07
C2H5O2 <=> CH3CH2O + O,1.9675824819294534e-07,2.8640258870844056e-07,3.1308635151513776e-07,1.4007434848389087e-07
2 C2H5O2 <=> 2 CH3CH2O + O2,-1.7105601290763496e-07,4.603725672565505e-07,5.989682623254959e-07,2.1930179552913967e-07
2 C2H5O2 <=> C2H5OH + CH3CHO + O2,-2.7284162956206e-08,2.7006375939855987e-07,3.341211395062867e-07,9.614482276428522e-08
C2H5O2 + HO2 <=> C2H5O2H + O2,4.9778631021936145e-08,3.3582549444590824e-07,4.1385394415624643e-07,1.306948841247973e-07
CH3CHOH <=> CH2CH2OH,-1.435919632343732e-07,2.1262875763322403e-07,2.2067960877696413e-07,8.09312501909787e-08
CH2CH2OH + O2 <=> O2C2H4OH,-3.6790151537677634e-08,3.4634857052446605e-07,4.2170576920570416e-07,1.230431431919665e-07
CH2CH2OH + O2 <=> C2H3OH + HO2,8.563757381917978e-08,3.541220587639523e-07,5.599044988843316e-07,2.222635212499114e-07
CH2CH2OH + O2 <=> 2 CH2O + OH,2.233732184772119e-07,4.774260399163331e-07,5.301273995375932e-07,1.5992455564791882e-07
O2C2H4OH <=> C2H3OH + HO2,-4.646368537567938e-08,4.897675305497063e-07,5.884873285309562e-07,1.4076813759623393e-07
CH3CH2O + OH <=> CH3CHO + H2O,-1.628185523208746e-08,5.07156564931164e-07,7.684138499724948e-07,3.4046503112604756e-07
CH3CH2O + H <=> C2H4 + H2O,-1.9272583421728058e-07,3.062608732802899e-07,4.326260330966593e-07,2.0793633832800477e-07
CH3CH2O + H <=> CH2OH + CH3,6.498960878610686e-08,4.1316688308537394e-07,5.655294432892633e-07,2.2299915620385784e-07
CH3CH2O + CO <=> C2H5 + CO2,1.8210388927741975e-07,3.044844989986095e-07,4.11938435374081e-07,1.698097094359359e-07
CH3CH2O + O2 <=> CH3CHO + HO2,1.0670093935525168e-07,2.370658161682729e-07,2.7976787801348995e-07,1.079029314594717e-07
CH3CH2O + M <=> CH2O + CH3 + M,-3.332747514025606e-07,4.769391756976075e-07,6.259363369564203e-07,2.4713229792536114e-07
CH3CH2O + M <=> CH3CHO + H + M,-1.9032653057554788e-08,2.954286426453237e-07,3.8370352018443426e-07,1.3916207867446034e-07
CH3CHOH + M <=> CH3CHO + H + M,6.80206885623203e-08,3.058041268516352e-07,4.2663090085943e-07,1.8699237223453748e-07
CH3CHOH + OH <=> CH3CHO + H2O,8.621256487660494e-09,2.333603719684863e-07,3.3851192929758776e-07,1.348480027513318e-07
CH3CHOH + HO2 <=> CH3CHO + 2 OH,6.834641876817955e-09,2.462447363642602e-07,3.891957695811348e-07,1.5394683180771817e-07
CH3CHOH + H <=> CH2OH + CH3,-1.2933922910663502e-07,3.5836608452476844e-07,4.927742733260624e-07,2.1226767786294806e-07
CH3CHOH + H <=> C2H4 + H2O,-4.119814369713922e-08,2.103027865248415e-07,2.8531618682751837e-07,1.1280643647075046e-07
CH3CHOH + O <=> CH3CHO + OH,5.653231819393642e-08,2.6293626323383286e-07,3.326147747683554e-07,1.211530177924172e-07
CH3CHOH + O2 <=> CH3CHO + HO2,-1.7877218796802234e-07,1.9835936138269859e-07,2.715197500043753e-07,1.6137843171855346e-07
CH3CHOH + O2 <=> C2H3OH + HO2,-1.5811639938861697e-07,5.300763203589655e-07,6.813149125142806e-07,2.622269393812853e-07
CH3CHOH + O2 <=> C2H4O2OH,1.1708756489752795e-07,3.0705246169179745e-07,3.7373203503379007e-07,1.2326024942743952e-07
C2H4O2OH <=> C2H3OH + HO2,6.319890892273061e-08,3.180614056199275e-07,4.950960641555118e-07,2.2119129377743078e-07
CH3CHOH <=> CH3CH2O,-1.5569234103429833e-07,4.850862051826242e-07,8.615639160577656e-07,4.0073951585712557e-07
C2H3OH + O2 <=> CH2CHO + HO2,-7.281809007599891e-08,3.2004533486337727e-07,4.2624380790393586e-07,1.5392852937514132e-07
C2H3OH + H <=> CH2CHO + H2,3.2356634653601797e-07,5.689931566650681e-07,9.490265816820068e-07,4.543929064306596e-07
C2H3OH + O <=> CH2CHO + OH,-1.9394123496614127e-07,3.489968033312894e-07,3.812961974109347e-07,1.334030670685673e-07
C2H3OH + OH <=> CH2CHO + H2O,2.0560406174850888e-07,3.826699463187244e-07,5.4866809683964e-07,2.5849374428099816e-07
C2H3OH + CH3 <=> CH2CHO + CH4,-1.7789286688499504e-07,4.043956790712421e-07,6.488014310174165e-07,3.0505819785700044e-07
C2H3OH + HO2 <=> CH3CHO + HO2,1.7163414759438265e-07,3.6769408311014617e-07,5.396466993984533e-07,2.517843452117778e-07
C2H4O2OH <=> CH3CHO + HO2,3.3712997698544493e-07,3.695013129303025e-07,3.354652427812322e-07,1.8587416017845805e-07
C2H3OH + CH3O2 <=> CH2CHO + CH3O2H,2.1030450853436632e-07,4.587531826677718e-07,5.949746287868183e-07,2.637788722775917e-07
C2H5O2H <=> CH3CH2O + OH,2.651872528358025e-07,2.7888862485364967e-07,2.6395509270214873e-07,1.5293101670588445e-07
C2H5O2 + CH4 <=> C2H5O2H + CH3,-6.132979817598342e-08,2.5878567454819123e-07,3.3461242991765387e-07,1.2401220023938755e-07
C2H5O2 + C2H6 <=> C2H5 + C2H5O2H,1.548975148324505e-08,3.8348123982303485e-07,4.5756224236698757e-07,1.261805142259139e-07
C2H5O2 + C2H5OH <=> C2H5O2H + CH2CH2OH,2.3269036553906872e-08,3.977447177429037e-07,5.367935369298971e-07,1.9776527766116816e-07
C2H5OH + O <=> CH3CHOH + OH,1.164809657664838e-07,5.071883150435289e-07,8.745647073490559e-07,3.8693051140077437e-07
C2H5OH + O <=> CH2CH2OH + OH,6.220291855704559e-08,3.7514268187207086e-07,4.373638603907542e-07,1.0673139715024268e-07
C2H5OH + O <=> CH3CH2O + OH,-1.0256426483644975e-08,4.6382469869246873e-07,6.503713444021961e-07,2.2549429539962303e-07
C2H5OH + H <=> CH3CHOH + H2,-2.990886440535416e-07,4.3517607934427265e-07,4.212133567802856e-07,1.422602449476394e-07
C2H5OH + H <=> CH2CH2OH + H2,-4.548957420646935e-08,3.3909082777968746e-07,4.2737158620392745e-07,1.436354079624007e-07
C2H5OH + H <=> CH3CH2O + H2,8.896398117408934e-08,3.123130387835764e-07,3.78135793983982e-07,1.0667014342050676e-07
C2H5OH + OH <=> CH3CHOH + H2O,4.898690382492859e-08,1.3182218646696854e-07,1.5923527320273977e-07,5.326417878421134e-08
C2H5OH + OH <=> CH2CH2OH + H2O,1.1126354743603675e-07,2.758829789712456e-07,3.4361605685272225e-07,1.1422004277544578e-07
C2H5OH + OH <=> CH3CH2O + H2O,5.517470295446615e-07,5.703615058599314e-07,5.91525036370278e-07,3.4458877731357123e-07
C2H5OH + HO2 <=> CH3CHOH + H2O2,-3.598642775243647e-08,2.3729651070522609e-07,2.910053607776304e-07,9.607516262750007e-08
C2H5OH + HO2 <=> CH2CH2OH + H2O2,-9.908142324640968e-08,2.399322856627389e-07,2.9656281995269947e-07,1.2644647228749414e-07
C2H5OH + HO2 <=> CH3CH2O + H2O2,-1.7064089974612754e-08,1.4063244767813997e-07,1.8860447902681135e-07,6.456432296300674e-08
C2H5OH + CH3 <=> CH3CHOH + CH4,1.3367027056824225e-08,3.7994091850862205e-07,5.061635685726726e-07,1.949824218693239e-07
C2H5OH + CH3 <=> CH2CH2OH + CH4,-1.3792144961865033e-07,3.0921732665145193e-07,3.6863911670262227e-07,1.424038745227377e-07
C2H5OH + CH3 <=> CH3CH2O + CH4,-2.857819942229564e-08,3.108283481532092e-07,4.206362171931904e-07,1.6143522155785028e-07
C2H5OH + CH3O <=> CH3CHOH + CH3OH,1.1985890459621681e-07,3.5707776831095307e-07,4.7544847026447084e-07,1.8942572165629067e-07
C2H5OH + CH3O <=> CH2CH2OH + CH3OH,-2.650188329594256e-07,3.665275685409261e-07,5.636986637634938e-07,2.7729982520862737e-07
C2H5OH + CH3O <=> CH3CH2O + CH3OH,-1.303971954591458e-08,2.7317791434869077e-07,3.1730431073107465e-07,7.614004334329045e-08
C2H5OH (+M) <=> C2H5 + OH (+M),1.9964901540132034e-07,4.753116630606091e-07,6.154132367388733e-07,2.2131842733745082e-07
C2H5OH (+M) <=> C2H4 + H2O (+M),8.99841600733901e-08,3.13412967363096e-07,4.2104177253988153e-07,1.5828280294712062e-07
C2H5OH (+M) <=> CH2OH + CH3 (+M),1.7265303851071445e-08,4.0517642224641445e-07,5.732750297146323e-07,2.111643008099201e-07
C2H5OH (+M) <=> CH3CHO + H2 (+M),0.0,0.0,0.0,0.0
C3H2 + OH <=> C2H2 + CO + H,-9.877571108209763e-08,4.922961743509872e-07,6.532415470219561e-07,2.36038036135321e-07
C3H2 + O <=> C2H + CO + H,5.6438127738622646e-08,2.52067677355134e-07,3.3726998733734e-07,1.196845692904964e-07
C3H2 + O2 <=> C2H2 + CO2,5.354755390579454e-07,7.384592344391696e-07,1.5135183073282534e-06,8.097942361327261e-07
C3H2 + O2 <=> HCCO + HCO,-2.676476971048679e-07,4.737176510910816e-07,6.151367765387204e-07,2.6830394435430404e-07
H2CCCH + OH <=> C2H3 + HCO,-1.2139217192699882e-06,1.449443372559918e-06,2.203690586003799e-06,1.2639994958409426e-06
H + H2CCCH <=> C3H2 + H2,-6.171639695794003e-07,6.591611722927128e-07,8.216130220454344e-07,4.3399712363880815e-07
H2CCCH + O <=> C2H + CH2O,-3.760841653600575e-07,7.686244965037503e-07,1.1219152789545813e-06,4.853161354599119e-07
H2CCCH + O2 <=> CH3CO + CO,-5.481066047268539e-08,3.106779324012931e-07,4.262549029678792e-07,1.3837694284261482e-07
H2CCCH + O2 <=> C2H3 + CO2,-1.6440770239867946e-07,3.719705417269868e-07,4.5271534550491205e-07,1.7180413988966326e-07
2 C2H3 <=> CH3 + H2CCCH,8.336688155826251e-07,1.0565629666937762e-06,1.5308609651370667e-06,8.486254413169088e-07
C2H2 + HCCO <=> CO + H2CCCH,6.10056821628763e-08,2.9224631322025086e-07,3.5010842706383067e-07,1.1089315258920487e-07
C2H2 + CH2 <=> H + H2CCCH,4.817509101662226e-07,4.933312156620723e-07,3.907947414325102e-07,2.150280007523904e-07
C2H + CH3 <=> H + H2CCCH,-5.47073291776675e-08,2.1358449561698826e-07,3.240641853524439e-07,1.4921018138645864e-07
H2CCCH + OH <=> C3H2 + H2O,-6.566830552893463e-07,7.140653504179902e-07,1.028838940367147e-06,5.688632022482858e-07
H2CCCH + O <=> C2H2 + CO + H,4.67571160423713e-08,2.708311392038804e-07,3.8432342096400476e-07,1.4920507303847848e-07
H2CCCH + O2 <=> CH2CO + HCO,1.1259647916913896e-08,3.36463981912838e-07,5.162141316058703e-07,2.143106662344421e-07
C2H2 + CH2(S) <=> H + H2CCCH,7.288544273764834e-07,1.0041577765489648e-06,1.692556413981582e-06,9.980643157914448e-07
C2H5 + C3H4 <=> C2H6 + H2CCCH,1.9529353627776913e-08,3.875573311437594e-07,5.439630915473302e-07,1.8997175388144234e-07
C2H3 + C3H4 <=> C2H4 + H2CCCH,-6.880129261804042e-08,2.709375743197536e-07,3.5819667623978225e-07,1.317603822570251e-07
C2H + C3H4 <=> C2H2 + H2CCCH,-7.828398891268615e-08,1.7695617288995566e-07,2.0701592735195355e-07,6.643905625084057e-08
C3H4 + CH3 <=> CH4 + H2CCCH,7.402979906697134e-09,3.67929435528527e-07,6.118704133916113e-07,2.808752155708708e-07
C3H4 + OH <=> H2CCCH + H2O,4.5913130624345615e-07,7.407183969140122e-07,1.321718103112061e-06,7.764143489307275e-07
C3H4 + OH <=> CH2CO + CH3,8.213192643516411e-08,3.5568209250586553e-07,5.192113565247416e-07,2.1512150072105077e-07
C3H4 + H <=> H2 + H2CCCH,3.642974856904932e-06,3.6475307997175837e-06,6.666459508687463e-06,3.906123811098519e-06
C3H4 + HO2 <=> H2CCCH + H2O2,-1.3330781988087368e-07,2.8964337810845205e-07,4.4254984010347196e-07,2.415090477859118e-07
C3H4 + H <=> C2H2 + CH3,6.849505059545288e-07,7.318001144707504e-07,9.438533825078011e-07,5.241203176550188e-07
