,mu,mu_star,sigma,mu_star_conf
A2 + O => CO + H + INDENYL,4.202473802013375e-07,4.202473802013375e-07,2.2955894999526284e-07,2.0241054104427047e-07
A2 + O <=> HCCO + n-C8H7,-3.4121091893357964e-08,2.8261522429223464e-07,4.0705940471029827e-07,1.8922969099235838e-07
A2 + O <=> A1C2H3* + HCCO,2.3412500215713075e-07,3.083394016426329e-07,3.799640615498543e-07,2.634349518842633e-07
A2 + O <=> A2- + OH,2.1324471857243222e-08,2.1490066163849056e-07,2.7662526398184796e-07,1.1083019023439651e-07
A2 + H <=> A2- + H2,1.982732571559135e-07,1.982732571559135e-07,1.5217637309126714e-07,1.272971985257656e-07
A2 + OH <=> A2- + H2O,2.5809315926795503e-08,3.1847577576955485e-07,3.824996110399873e-07,1.0003640857158594e-07
A2 + OH => A1C2H + CH2CO + H,-5.263497631685852e-07,5.890112643932701e-07,5.3854530951757e-07,3.243905850056594e-07
A2 + CH3 <=> A2- + CH4,7.481812143278794e-08,1.8340114074103926e-07,2.3333370704395411e-07,1.0409280384207721e-07
A2 + C2H <=> A2- + C2H2,-1.8139890871788703e-07,2.2624323618457275e-07,2.6893815815935253e-07,1.6740621107541733e-07
A2 + C2H <=> A2C2H + H,1.4130930070515926e-07,2.520143285837801e-07,2.697949309869314e-07,1.1025872384290855e-07
A2- + O2 => A1C2H + CO + HCO,-1.224060315521072e-07,2.7031993094044005e-07,3.4883589202826593e-07,1.8037723936038128e-07
A2- + O => CO + INDENYL,2.2820257446210172e-07,4.3510905756834344e-07,5.420475669871141e-07,2.806987231429621e-07
A2- + H <=> A2,1.7329178267895016e-07,5.442543313064216e-07,7.553629628392634e-07,3.905142669046433e-07
A2- + HO2 => CO + INDENYL + OH,-1.0051329326936492e-07,1.733344660896867e-07,2.3661897318391933e-07,1.2524007362112002e-07
A2- + C2H2 <=> A2C2H + H,-1.66745735182765e-07,3.637362823493566e-07,5.934792152760965e-07,3.6080004201930197e-07
A2C2H + H <=> A2C2H* + H2,2.527147800048701e-07,2.527147800048701e-07,1.6135891588656383e-07,1.1178620108783493e-07
A2C2H + OH <=> A2- + CH2CO,-1.1604084349899535e-07,3.4725618625813327e-07,4.394497430585176e-07,1.8595926577351765e-07
A2C2H + OH <=> A2C2H* + H2O,3.1523345205695696e-07,3.9001282631224267e-07,3.9547839097857476e-07,2.3840334031749573e-07
H2CCCH + INDENYL => A2C2H + 2 H,-3.9739994617958474e-08,2.7703316639254655e-07,3.274601442049774e-07,7.68929032578657e-08
A2- + CH3 <=> A2CH3,-1.061496046863303e-07,3.024723038111483e-07,3.7751309149780856e-07,1.7159634039811418e-07
A2 + CH2 <=> A2CH3,1.5928096017380814e-07,3.2400599748553325e-07,4.472185315808314e-07,2.549475039604717e-07
A2 + CH2(S) <=> A2CH3,3.5750895732671307e-08,3.9247183784240535e-07,5.135544776672501e-07,2.262704625773023e-07
A2CH2 + H <=> A2CH3,8.731504841238225e-08,2.6113521692077286e-07,3.4489191893658745e-07,1.693485649945246e-07
A2- + CH3 <=> A2CH2 + H,1.955044668880632e-08,2.589989496026381e-07,3.277720364870426e-07,1.0828122992287935e-07
A2CH3 + O2 <=> A2CH2 + HO2,-1.0916384544257956e-09,1.4400956710453927e-07,1.7733525141475024e-07,5.980010216707577e-08
A2CH3 + O <=> A2CH2 + OH,1.571968926432078e-07,1.9856811439682977e-07,1.9352635747995196e-07,1.1955015663694844e-07
A2CH3 + H <=> A2CH2 + H2,-1.0270753105782849e-07,2.8693753287892977e-07,3.2627551186938117e-07,9.478170527875049e-08
A2CH3 + H <=> A2 + CH3,-5.7912008471586194e-08,3.911369458535255e-07,4.709541241727719e-07,1.607550053528804e-07
A2CH3 + OH <=> A2CH2 + H2O,-3.6917440862469455e-07,3.6917440862469455e-07,3.1460818439755323e-07,2.4851725861623935e-07
A2CH3 + HO2 <=> A2CH2 + H2O2,3.5862261684143557e-07,3.5862261684143557e-07,1.6709625564796385e-07,1.1786645347785902e-07
A2CH3 + CH3 <=> A2CH2 + CH4,-3.039466759649665e-07,5.800585965312945e-07,6.826934915614981e-07,2.8738168774142223e-07
A2- + A2CH3 <=> A2 + A2CH2,-6.971112198143271e-08,3.11231741002719e-07,4.899516589449127e-07,2.614187393009041e-07
A2CH2 + CH2 <=> A2C2H + H + H2,-6.931150801317999e-08,3.0773692178638e-07,3.7955855284922807e-07,1.3191898394242548e-07
A2CH2 + H2CCCH <=> A3 + 2 H,-1.2292012669559328e-07,2.283694333593657e-07,3.0522632925647333e-07,1.565976588374446e-07
A1C2H- + C4H4 <=> A2R5 + H,-4.93891094451974e-08,2.7365873220589093e-07,3.5792718142890913e-07,1.3610723147326032e-07
A1C2H3* + C4H2 <=> A2R5 + H,-1.939800477875292e-08,2.425638966965999e-07,3.316427356816243e-07,1.588573179323727e-07
C4H2 + n-C8H7 <=> A2R5 + H,-2.089369575168774e-07,2.9241773297365145e-07,3.3152861837414935e-07,1.890117522342472e-07
H2CCCH + INDENYL => A2R5 + 2 H,3.204685241548005e-07,3.211768337238261e-07,2.855848120424242e-07,2.5121083206590105e-07
H2CCCH + INDENE => A2R5 + H + H2,1.4286310209530404e-07,3.651454355676105e-07,3.9509009920551705e-07,9.641461559602724e-08
H2CCCH + INDENYL <=> A2R5 + H2,3.633019655367541e-07,3.976885040086198e-07,2.8163639217124615e-07,1.59659628331021e-07
A2- + C2H2 <=> A2R5 + H,-8.085212743561619e-08,1.9111862752930242e-07,2.2931105450316514e-07,9.113418392260884e-08
A2C2H* + H <=> A2R5,7.190043454908769e-08,2.2369482801509196e-07,2.766403305187264e-07,1.0904262297353111e-07
A2C2H + H <=> A2R5 + H,2.7709012594533952e-08,7.840939220141594e-08,1.0191001387267619e-07,5.094115239394157e-08
A2R5- + H (+M) <=> A2R5 (+M),9.564566676905831e-09,3.38529091278849e-07,4.4792701259632123e-07,1.907847944867762e-07
A2R5 <=> A1C2H + C4H2,-1.805654135905206e-07,2.542470948129334e-07,2.900329782803913e-07,1.583792043022965e-07
A2R5 + O <=> A2R5- + OH,-1.7489874934173094e-07,2.464285348046965e-07,3.2229040994863234e-07,2.0116905662375383e-07
A2R5 + O => A2- + HCCO,-7.70850351266616e-08,2.2606993834521685e-07,2.989935930987432e-07,1.3118135778903121e-07
A2R5 + H <=> A2R5- + H2,6.254988066239028e-08,2.170169772109031e-07,3.339405457221828e-07,2.1004370535431165e-07
A2R5 + OH <=> A2R5- + H2O,1.2418334309424207e-07,1.2418334309424207e-07,7.02845448739071e-08,5.889906659660888e-08
A2R5 + OH <=> A2- + CH2CO,4.198754944660513e-09,4.004427541864743e-07,4.962167376154913e-07,1.8532961275797892e-07
A1- + A1C2H <=> A3 + H,1.1893273000275804e-07,3.1787392487294265e-07,4.110560952483534e-07,1.765160822886464e-07
A1 + A1C2H- <=> A3 + H,1.4776712359620018e-07,2.7389293735434214e-07,3.860822131090443e-07,2.0469795317604562e-07
A2- + C4H4 <=> A3 + H,1.527753071902703e-07,1.5783389466261007e-07,2.1353956716350704e-07,1.65456078626952e-07
A2- + C4H2 <=> A3-,2.5960404519103153e-07,3.8651691215420046e-07,3.517934133481366e-07,1.2339823649182485e-07
C2H2 + P2- <=> A3 + H,-4.056445275343036e-08,2.3632695190409126e-07,3.252403590586518e-07,1.321005156008979e-07
A2C2H* + C2H2 <=> A3-,-2.2608071007167403e-07,2.635103567097489e-07,3.4469134469175895e-07,2.629316354583435e-07
A2R5- + C2H2 <=> A3-,3.5089227935541836e-08,1.7218974949837195e-07,2.1612547770685905e-07,8.294990459144705e-08
A2R5 + C2H2 => A3,-7.041614047008217e-08,3.3909362783743424e-07,4.356950497329279e-07,1.5605434849944662e-07
A2 + C4H2 => A3,7.830939068393858e-09,2.2552238927875543e-07,2.969088218381467e-07,1.2824832198158667e-07
A3 + O <=> A2C2H + CH2CO,-1.752474419592803e-07,2.872079221254735e-07,3.124922086312468e-07,1.5771638608640462e-07
A3 + O <=> A3- + OH,1.224782720323147e-07,2.2825196046400995e-07,2.6434664672980625e-07,1.1674627772202174e-07
A3 + O => HCCO + P2-,1.3807257792363897e-07,2.437808603311584e-07,2.792756404379201e-07,1.4242883035319014e-07
A3 + H <=> A3- + H2,-2.0690802933575985e-07,5.250371213450894e-07,9.179499118872287e-07,5.850006082544812e-07
A3 + OH <=> A3- + H2O,8.891308505665451e-08,2.1080201005185675e-07,2.558030578260165e-07,9.32454361566568e-08
A3 + OH => A2C2H + CH2CO + H,1.6784073238521376e-07,2.7369968324345107e-07,3.364317492652587e-07,1.783299086822646e-07
A3 + OH <=> CH2CO + P2-,-1.1612313990126675e-07,3.5688461366399173e-07,6.034005010436675e-07,4.1373800441028265e-07
A3 + CH3 <=> A3- + CH4,-1.563856337697562e-07,3.444498811575794e-07,3.827401260441233e-07,1.3793533310706808e-07
A3 + C2H <=> A3C2H + H,-1.2237950681028445e-07,3.2757141672488626e-07,4.1300639256812306e-07,1.80825047974721e-07
A3C2H + H <=> A3C2H* + H2,-4.3708538747297395e-08,2.814617162960477e-07,3.500158309311083e-07,1.2119239843331615e-07
A3C2H + OH <=> A3- + CH2CO,-2.5337599647787537e-08,2.1703497311957463e-07,2.867738182780535e-07,1.230581218384632e-07
A3- + O2 => A2R5 + CO + HCO,-1.5701119891591844e-08,3.3460608362976067e-07,3.911989405054601e-07,9.055761281177784e-08
A3- + H <=> A3,3.674088591714862e-08,4.830379383679724e-07,6.457581713181513e-07,2.8038646635182713e-07
A3- + C2H2 <=> A3C2H + H,-5.122625803216346e-07,5.122625803216346e-07,3.9570729004612534e-07,2.8080338614959155e-07
A3 + CH2 <=> A3CH3,1.2004536697450293e-07,2.577994651605463e-07,3.316641406220509e-07,1.394253936004014e-07
A3 + CH2(S) <=> A3CH3,1.0378717615586693e-07,3.940605682219019e-07,5.41760569717659e-07,2.6831443375363373e-07
A3CH2 + H <=> A3- + CH3,1.183193475681289e-07,3.265842115873558e-07,4.0125659036161785e-07,1.5775950100814255e-07
A3CH3 <=> A3CH2 + H,-3.3218704802417866e-07,3.3218704802417866e-07,3.4567457513334424e-07,2.4842617047324e-07
A3CH3 + O2 <=> A3CH2 + HO2,6.935647709485493e-08,4.5013736156831606e-07,6.014927280915772e-07,2.749091302082721e-07
A3CH3 + O <=> A3CH2 + OH,9.360461798144069e-08,1.8444825047176156e-07,2.3430763730507878e-07,1.1789514293386635e-07
A3CH2 + O <=> A3- + CH2O,-6.037628082577751e-07,6.037628082577751e-07,2.1983437906367814e-07,1.5846873122700027e-07
A3CH3 + H <=> A3CH2 + H2,8.622667794935356e-08,2.0002417314356847e-07,2.3549567790981273e-07,8.984134653382212e-08
A3CH3 + H <=> A3 + CH3,6.86464219420391e-08,2.8468368837146504e-07,3.5554314126403905e-07,1.4439334866023357e-07
A3CH3 + OH <=> A3CH2 + H2O,1.17799000759153e-07,4.580611640770116e-07,5.73747564588419e-07,2.2359815295527387e-07
A3CH3 + HO2 <=> A3CH2 + H2O2,1.0065571245089513e-07,1.7110098681870284e-07,1.882920890436631e-07,8.229166251852315e-08
A3CH3 + CH3 <=> A3CH2 + CH4,4.499396306151394e-07,4.5056905984664116e-07,4.400239783682682e-07,3.3442953001682043e-07
A3CH2 + HO2 => A3- + CH2O + OH,-7.667317644202302e-08,2.9606915696374386e-07,3.607006541773919e-07,1.2162174014354962e-07
A3CH2 + CH2 <=> A4 + H + H2,-2.1729913886987403e-07,2.638942641085581e-07,4.147785802518701e-07,3.0766352637084195e-07
A2R5 + C4H2 => A4,-3.630871507969826e-07,3.630871507969826e-07,3.602395245726963e-07,2.738823425895208e-07
A1C2H + A1C2H- <=> A4 + H,2.7570767071485953e-07,3.24855571728925e-07,4.7534329468375343e-07,3.981924778203355e-07
A1C2H + n-C8H7 => A4 + H + H2,6.086038930975273e-08,1.5437675027404682e-07,1.779325459393818e-07,6.135526489907534e-08
A1C2H + A1C2H3* => A4 + H + H2,1.643132667408659e-07,2.2175392688549765e-07,2.272362778307692e-07,1.0754678455066055e-07
C7H7 + INDENYL => A4 + 2 H2,-1.662726238597036e-07,3.012469534678856e-07,3.2463187341343406e-07,1.342741045710422e-07
2 INDENYL => A4 + C2H2 + H2,2.3739464725351718e-07,2.49840962752413e-07,3.418524683434206e-07,2.486076343332099e-07
A2 + C6H <=> A4-,-6.381362460994411e-08,1.496827622747401e-07,1.9690653673263203e-07,9.745575528019127e-08
A1- + A2 <=> A4 + H + H2,2.2297861150023258e-07,2.2297861150023258e-07,1.8765497667281554e-07,1.495265368485009e-07
A1 + A2- <=> A4 + H + H2,-1.0219760597346259e-07,1.6746220143322237e-07,1.7866024346613819e-07,7.737040723450084e-08
A1- + A2- => A4 + H2,3.876376021304305e-08,4.012942329612306e-07,4.741330581574931e-07,1.1189327210687564e-07
A2- + C6H2 <=> A4-,2.402895700925195e-07,2.402895700925195e-07,2.1514868955016066e-07,1.674997196307326e-07
A2C2H* + C4H4 <=> A4 + H,5.595820340040841e-07,6.199193673721035e-07,6.227354539116406e-07,4.2976742733198863e-07
A2R5- + C4H2 => A4-,6.101109458610146e-08,3.138503041723927e-07,3.9603359217205064e-07,1.4867949003250095e-07
A2R5- + H2CCCCH <=> A4,8.74240221658631e-08,2.1176969474581468e-07,2.43317089265975e-07,8.24981382410047e-08
A3- + C2H2 <=> A4 + H,-1.550408678722642e-07,1.666517577497497e-07,2.4533198238048776e-07,1.822522121241629e-07
A3C2H + H <=> A4 + H,1.4055637828146338e-07,1.4482861807708775e-07,1.5081703151695503e-07,1.1001126655056893e-07
A4 + O <=> A3- + HCCO,-1.4237728479906518e-07,2.8067202586858165e-07,3.623713166791804e-07,2.0930043970161434e-07
A4 + H <=> A4- + H2,-3.1668940830970175e-07,3.48940101191773e-07,3.9676574342406137e-07,3.094709476685938e-07
A4 + OH <=> A4- + H2O,1.7893036362307412e-07,3.32785419547249e-07,4.784531301085387e-07,2.5788201068718927e-07
A4 + OH <=> A3- + CH2CO,3.7469408980941795e-07,4.2835715620374855e-07,3.441256117050126e-07,2.1740019822229086e-07
A4 + CH3 <=> A4- + CH4,2.774736381776138e-07,4.048425506465809e-07,3.855645211705256e-07,1.5916153681781824e-07
A4- + O2 <=> A3- + 2 CO,1.6627246759733078e-07,1.8423882767149929e-07,1.7751281736139424e-07,1.0622002436365463e-07
A4- + H <=> A4,3.980562231959339e-07,5.091373901672017e-07,5.127412274529903e-07,2.946913481351525e-07
A4- + C2H2 <=> A4C2H + H,-4.263044564595825e-07,5.693493975159443e-07,7.274851353764052e-07,4.431547809037807e-07
A4C2H + H <=> A4C2H* + H2,-4.0543124325716615e-07,4.0545247332010084e-07,2.94903420081208e-07,2.3875768230571236e-07
A4C2H + H <=> BGHIF + H,-1.7739742841141045e-08,3.360484649215706e-07,4.261271854192617e-07,1.2738803242166447e-07
A4C2H* + H <=> BGHIF,-5.691702953821735e-08,2.2778900195329795e-07,2.981410404414394e-07,1.422860921800437e-07
C6H + P2 <=> C18H11,-3.137195211179768e-07,3.9811941246292215e-07,5.481927825481891e-07,3.8911444236760265e-07
C6H2 + P2- <=> BGHIF + H,1.5862110344937348e-08,3.6338875893245047e-07,4.770030364217992e-07,2.1468765323562753e-07
C6H2 + P2- <=> C18H11,1.6557854786366523e-09,2.05153255049811e-07,2.492173651918291e-07,7.542718065112476e-08
A3- + C4H4 <=> C18H12 + H,-4.4829934062972344e-08,2.4109914518368066e-07,3.1691807304835786e-07,1.383375671100448e-07
A3C2H* + C2H2 <=> BGHIF + H,-1.7324923246645325e-07,1.9598968987818325e-07,2.035578809591185e-07,1.4470133457080781e-07
A1C2H- + A2 => BGHIF + H + H2,-3.9115955256967464e-07,3.9115955256967464e-07,4.16887502052551e-07,3.436895400598888e-07
A1C2H + A2- => BGHIF + H + H2,1.9180699968211827e-07,1.9180699968211827e-07,1.483312757768953e-07,1.2443930505039374e-07
INDENE + INDENYL => C18H12 + H + H2,-2.0711315569119174e-07,3.140027160164838e-07,3.058984165350884e-07,1.1951130370567893e-07
2 INDENYL => BGHIF + 2 H2,-4.141556054033723e-08,3.141944871358092e-07,3.922294420612419e-07,1.3347514896780317e-07
A1- + A2C2H <=> C18H12 + H,1.9914763301842954e-08,4.076328660395319e-07,4.82614342621807e-07,1.2773239540966222e-07
A1 + A2C2H* <=> C18H12 + H,-2.391327288671667e-07,4.384694885953402e-07,6.832492372660895e-07,4.002585418675343e-07
A1 + A2R5- => BGHIF + H + H2,-5.3387674514668736e-08,3.49500611017822e-07,4.327155603661512e-07,1.6108332585256082e-07
A3C2H* + C4H4 <=> BAPYR + H,-1.397737941021576e-07,3.9244002091238414e-07,5.038878508700501e-07,2.3560176961743988e-07
A4- + C4H4 <=> BAPYR + H,-1.934834196245479e-07,3.373348066215393e-07,3.354261600336344e-07,1.0143591477375327e-07
A4C2H* + C2H2 <=> BAPYR*S,3.4462623558249655e-08,2.024168848563474e-07,2.7593643898855565e-07,1.2295815710518836e-07
BAPYR*S + H <=> BAPYR,9.59124886386682e-08,2.1874677586714143e-07,3.9378210406636316e-07,2.7832831852533906e-07
A1C2H- + P2 => BAPYR + H + H2,-1.1174007751513162e-07,3.791311990609798e-07,4.3120631129994656e-07,1.1119044159731686e-07
A1C2H3* + P2- => BAPYR + 2 H2,3.8042440191682814e-08,1.798204417595439e-07,2.517606237459182e-07,1.192448806955106e-07
P2- + n-C8H7 => BAPYR + 2 H2,-6.330325642546432e-08,2.0570129259960864e-07,3.481361909434229e-07,2.2908769559820256e-07
A1C2H- + A2R5- <=> BAPYR,1.3535939819806246e-08,3.7760810218240415e-07,4.402572405265347e-07,8.397616768713198e-08
A1C2H- + A2R5 <=> BAPYR + H,-1.3820602229862876e-07,3.8466678176816644e-07,5.120908220718305e-07,2.3698178797823252e-07
A1C2H + A2R5- <=> BAPYR + H,-4.341310530322937e-08,3.0555923946951373e-07,4.015726896844123e-07,1.7842271060013279e-07
C18H11 + O2 => A4 + CO + HCO,1.2316340738445118e-08,2.578388337061443e-07,3.209423959186597e-07,1.1485027523085477e-07
C18H11 + H <=> BGHIF + H2,1.1097105660485792e-07,3.495875666620777e-07,4.70894230234674e-07,2.2231205578279392e-07
C18H11 + C2H => BAPYR,4.626295018740048e-09,2.200666831171118e-07,2.9044589154416815e-07,1.1084180836378997e-07
C18H11 + C2H2 <=> BAPYR + H,-2.474015173664873e-08,3.262023941619192e-07,4.088106305555466e-07,1.4839400834614968e-07
C18H12 + O <=> C18H11 + OH,4.1103747782407355e-08,2.9385571691154693e-07,4.640970976965456e-07,2.7946907384993904e-07
C18H12 + H <=> C18H11 + H2,-1.2105889291017852e-07,1.4254168540687945e-07,1.580513652514446e-07,1.1089801707558301e-07
C18H12 + OH <=> C18H11 + H2O,-1.826409443369914e-07,2.616070853103356e-07,3.3342582702433133e-07,2.063020320007577e-07
BGHIF + O <=> A4- + HCCO,1.0874404527072908e-07,2.958144217557758e-07,3.7871662745483783e-07,1.7552759197382328e-07
BGHIF + OH <=> A4- + CH2CO,1.2766396226171724e-07,2.5971376910930066e-07,4.0267735958732063e-07,2.3564457369149271e-07
BAPYR*S + O2 => BGHIF + CO + HCO,-8.198349578834087e-08,1.947696802430341e-07,3.346257844768697e-07,2.0802180097459875e-07
A4 + C4H2 => BAPYR,-1.3267649741396164e-07,1.4305729092116331e-07,2.6146067259392147e-07,1.9017283749671437e-07
BAPYR + O <=> C18H11 + HCCO,2.761057890678758e-07,3.594807757514291e-07,3.613220213295838e-07,1.765042805815723e-07
BAPYR + OH => C18H11 + CH2CO,-1.0122813413996637e-07,2.5117209569631325e-07,2.885761135888678e-07,1.0804226555399462e-07
2 C5H5 => A2 + 2 H,1.126961655415566e-08,1.913294525475284e-07,,1.2327423035031452e-07
C5H5 + H2CCCH <=> A1C2H3,1.9115273407383806e-07,1.9690898341195212e-07,1.6880855125342503e-07,1.3212368653741742e-07
C5H5 + H2CCCCH <=> INDENE,-2.045828770835764e-07,3.408029979321772e-07,3.3139645718369035e-07,1.0054360865380304e-07
2 C5H5 <=> CH3 + INDENYL,-3.1258361578222227e-07,5.054022204674178e-07,7.049115248543446e-07,4.29190861646455e-07
C5H6 + CH3 <=> C5H5 + CH4,-4.377676086129669e-08,5.220075208030823e-07,5.913223236479918e-07,8.358589651431948e-08
C5H5 + C5H6 <=> CH3 + INDENE,1.2237657325017983e-07,3.685827948678092e-07,4.2129561215827627e-07,1.3209636453690916e-07
A1C2H- + n-C8H7 => A4 + 2 H,7.705742407933247e-08,1.5694906328208545e-07,1.9425970588148128e-07,9.010585317894361e-08
C5H5 + INDENYL => A3 + 2 H,6.813080084081352e-08,2.0907861490417476e-07,3.1031616701215805e-07,1.6689031069609074e-07
2 INDENYL => C18H12 + 2 H,4.386817783827982e-08,1.5206252794350805e-07,1.8694116058135943e-07,6.241588207010124e-08
A1C2H- + A1C2H3* <=> A4 + 2 H,2.2926357442721313e-07,3.332306004962588e-07,3.7104553784895983e-07,1.9745945268427498e-07
A2C2H* + n-C8H7 <=> BAPYR + 2 H,-2.6896029020790714e-07,3.5386823697402334e-07,3.769719123438007e-07,2.3529337321160796e-07
A1C2H3* + A2C2H* <=> BAPYR + 2 H,1.619970063961097e-07,2.6360909737364447e-07,3.419872918667303e-07,1.8979062530813476e-07
A1- + A2R5- => BGHIF + 2 H,-1.7447215479709107e-07,3.5401619253867107e-07,4.627791507986211e-07,2.526003029787672e-07
A1C2H- + P2- => BAPYR + 2 H,-3.6285411575212264e-07,3.6287790128782184e-07,2.912193616653689e-07,2.0457663957670324e-07
A1C2H3 + CH3 <=> A1C2H3* + CH4,-6.28676931116909e-09,1.9860278501838944e-07,2.7562474618822045e-07,1.2045227522650158e-07
A2R5 + CH3 <=> A2R5- + CH4,7.58134637321835e-08,2.5205465540957196e-07,3.2889385659062674e-07,1.5001402189210175e-07
CH3 + P2 <=> CH4 + P2-,-1.30726101601719e-07,4.79316373361167e-07,5.892851065019868e-07,2.212414484740139e-07
A1 + O <=> C5H6 + CO,1.7861599068487008e-07,4.26107357440293e-07,5.050167172748373e-07,2.2861632688090024e-07
A2R5 + OH => A2 + HCCO,2.3940344207984915e-08,2.4678809809375557e-07,3.375672032702717e-07,1.4304616204538744e-07
A1C2H3* + CH3 <=> H2 + INDENE,-2.0761033265926417e-07,2.345112103669628e-07,1.9855946550306247e-07,1.1666256198320814e-07
C7H7 + CH3 <=> A1C2H3 + H2,-7.095104610348608e-08,3.135028032925146e-07,3.6984281871216676e-07,9.646139071377131e-08
